| network_model                | DecnetModule                      |
| d3       | 0.891757 |
| abs_rel  | 0.408491 |
| sq_rel   | 0.758078 |
| rmse     | 1.70332  |
| rmse_log | 0.701465 |
| log10    | 0.176716 |
| silog    | 0.658539 |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_45.pth 
| d1       | 0.455688 |
| d2       | 0.78873  |
| d3       | 0.920016 |
| abs_rel  | 0.369529 |
| sq_rel   | 0.682867 |
| rmse     | 1.64993  |
| rmse_log | 0.674135 |
| log10    | 0.166865 |
| silog    | 0.63413  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_46.pth 
| d1       | 0.494121 |
| d2       | 0.811738 |
| d3       | 0.924509 |
| abs_rel  | 0.348536 |
| sq_rel   | 0.652335 |
| rmse     | 1.61246  |
| rmse_log | 0.655958 |
| log10    | 0.163361 |
| silog    | 0.616016 |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_47.pth 
| d1       | 0.529805 |
| d2       | 0.835112 |
| d3       | 0.924239 |
| abs_rel  | 0.331394 |
| sq_rel   | 0.592002 |
| rmse     | 1.49883  |
| rmse_log | 0.607203 |
| log10    | 0.150818 |
| silog    | 0.5701   |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_48.pth 
| d1       | 0.579707 |
| d2       | 0.858609 |
| d3       | 0.928899 |
| abs_rel  | 0.310418 |
| sq_rel   | 0.506637 |
| rmse     | 1.34459  |
| rmse_log | 0.549595 |
| log10    | 0.134183 |
| silog    | 0.518065 |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_49.pth 
| d1       | 0.630417 |
| d2       | 0.8822   |
| d3       | 0.941729 |
| abs_rel  | 0.275796 |
| sq_rel   | 0.407823 |
| rmse     | 1.20447  |
| rmse_log | 0.506552 |
| log10    | 0.120288 |
| silog    | 0.480403 |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_50.pth 
| d1       | 0.670161 |
| d2       | 0.903018 |
| d3       | 0.956144 |
| abs_rel  | 0.2452   |
| sq_rel   | 0.340638 |
| rmse     | 1.11964  |
| rmse_log | 0.471205 |
| log10    | 0.109929 |
| silog    | 0.449833 |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_51.pth 
| d1       | 0.705046 |
| d2       | 0.919532 |
| d3       | 0.969762 |
| abs_rel  | 0.221678 |
| sq_rel   | 0.298162 |
| rmse     | 1.06695  |
| rmse_log | 0.444887 |
| log10    | 0.102292 |
| silog    | 0.42752  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_52.pth 
| d1       | 0.733661  |
| d2       | 0.931367  |
| d3       | 0.976034  |
| abs_rel  | 0.204367  |
| sq_rel   | 0.270557  |
| rmse     | 1.02798   |
| rmse_log | 0.426344  |
| log10    | 0.0967189 |
| silog    | 0.411923  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_53.pth 
| d1       | 0.75679   |
| d2       | 0.939656  |
| d3       | 0.979585  |
| abs_rel  | 0.19124   |
| sq_rel   | 0.248014  |
| rmse     | 0.987624  |
| rmse_log | 0.412239  |
| log10    | 0.0921332 |
| silog    | 0.399871  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_54.pth 
| d1       | 0.77698   |
| d2       | 0.946494  |
| d3       | 0.981911  |
| abs_rel  | 0.180498  |
| sq_rel   | 0.226948  |
| rmse     | 0.94816   |
| rmse_log | 0.398175  |
| log10    | 0.0877193 |
| silog    | 0.387437  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_55.pth 
| d1       | 0.792981  |
| d2       | 0.951169  |
| d3       | 0.984038  |
| abs_rel  | 0.171751  |
| sq_rel   | 0.208992  |
| rmse     | 0.918224  |
| rmse_log | 0.38285   |
| log10    | 0.0835212 |
| silog    | 0.373528  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_56.pth 
| d1       | 0.804377  |
| d2       | 0.955098  |
| d3       | 0.986298  |
| abs_rel  | 0.164781  |
| sq_rel   | 0.194679  |
| rmse     | 0.897439  |
| rmse_log | 0.368018  |
| log10    | 0.0798701 |
| silog    | 0.359964  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_57.pth 
| d1       | 0.814424  |
| d2       | 0.958657  |
| d3       | 0.987533  |
| abs_rel  | 0.158662  |
| sq_rel   | 0.18371   |
| rmse     | 0.877475  |
| rmse_log | 0.357343  |
| log10    | 0.0770232 |
| silog    | 0.350377  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_58.pth 
| d1       | 0.825767 |
| d2       | 0.961354 |
| d3       | 0.988057 |
| abs_rel  | 0.152611 |
| sq_rel   | 0.174642 |
| rmse     | 0.851926 |
| rmse_log | 0.350984 |
| log10    | 0.074773 |
| silog    | 0.344959 |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_59.pth 
| d1       | 0.837618  |
| d2       | 0.964059  |
| d3       | 0.988665  |
| abs_rel  | 0.146372  |
| sq_rel   | 0.163788  |
| rmse     | 0.817982  |
| rmse_log | 0.342666  |
| log10    | 0.0721746 |
| silog    | 0.33757   |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_60.pth 
| d1       | 0.848302  |
| d2       | 0.967604  |
| d3       | 0.989784  |
| abs_rel  | 0.140101  |
| sq_rel   | 0.149796  |
| rmse     | 0.777586  |
| rmse_log | 0.329569  |
| log10    | 0.0689098 |
| silog    | 0.325417  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_61.pth 
| d1       | 0.856104  |
| d2       | 0.971265  |
| d3       | 0.991512  |
| abs_rel  | 0.134085  |
| sq_rel   | 0.133322  |
| rmse     | 0.73064   |
| rmse_log | 0.312035  |
| log10    | 0.0651488 |
| silog    | 0.308733  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_62.pth 
| d1       | 0.861537  |
| d2       | 0.974592  |
| d3       | 0.993302  |
| abs_rel  | 0.12873   |
| sq_rel   | 0.116625  |
| rmse     | 0.678503  |
| rmse_log | 0.291171  |
| log10    | 0.0612772 |
| silog    | 0.288548  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_63.pth 
| d1       | 0.86434  |
| d2       | 0.976864 |
| d3       | 0.994693 |
| abs_rel  | 0.124462 |
| sq_rel   | 0.105375 |
| rmse     | 0.638703 |
| rmse_log | 0.275424 |
| log10    | 0.058404 |
| silog    | 0.273267 |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_64.pth 
| d1       | 0.867881  |
| d2       | 0.979185  |
| d3       | 0.995901  |
| abs_rel  | 0.120668  |
| sq_rel   | 0.0942322 |
| rmse     | 0.59827   |
| rmse_log | 0.257707  |
| log10    | 0.0555321 |
| silog    | 0.255959  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_65.pth 
| d1       | 0.87203   |
| d2       | 0.981784  |
| d3       | 0.997096  |
| abs_rel  | 0.117045  |
| sq_rel   | 0.0813715 |
| rmse     | 0.549059  |
| rmse_log | 0.234042  |
| log10    | 0.0523577 |
| silog    | 0.232628  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_66.pth 
| d1       | 0.875862  |
| d2       | 0.984076  |
| d3       | 0.99804   |
| abs_rel  | 0.113717  |
| sq_rel   | 0.0706376 |
| rmse     | 0.502546  |
| rmse_log | 0.210901  |
| log10    | 0.0496209 |
| silog    | 0.209679  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_67.pth 
| d1       | 0.87773   |
| d2       | 0.985326  |
| d3       | 0.998298  |
| abs_rel  | 0.111217  |
| sq_rel   | 0.066882  |
| rmse     | 0.485611  |
| rmse_log | 0.202945  |
| log10    | 0.0483327 |
| silog    | 0.201849  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_68.pth 
| d1       | 0.879995  |
| d2       | 0.987087  |
| d3       | 0.998882  |
| abs_rel  | 0.108841  |
| sq_rel   | 0.0602747 |
| rmse     | 0.45355   |
| rmse_log | 0.184393  |
| log10    | 0.046569  |
| silog    | 0.183373  |

New model saved: weights/2022_08_23-06_09_28_PM/DecnetModule_69.pth 
| d1       | 0.882972  |
| d2       | 0.988264  |
| d3       | 0.999024  |
| abs_rel  | 0.106895  |
| sq_rel   | 0.057366  |
| rmse     | 0.440846  |
| rmse_log | 0.178662  |
| log10    | 0.0456557 |
| silog    | 0.177703  |
