| network_model                | DecnetModule                      |
| d1       |   0.000182848 |
| d2       |   0.0190811   |
| d3       |   0.0409239   |
| abs_rel  |  12.2954      |
| sq_rel   | 918.816       |
| rmse     |  53.6815      |
| rmse_log |   2.46256     |
| log10    |   0.97763     |
| silog    |   2.35957     |

New model saved: weights/2022_08_18-08_46_41_AM/DecnetModule_30.pth 
| d1       |   0.000182848 |
| d2       |   0.0187753   |
| d3       |   0.0413547   |
| abs_rel  |  11.9437      |
| sq_rel   | 890.964       |
| rmse     |  52.9119      |
| rmse_log |   2.44104     |
| log10    |   0.967985    |
| silog    |   2.34571     |

New model saved: weights/2022_08_18-08_46_41_AM/DecnetModule_31.pth 
| d1       |   0.000182848 |
| d2       |   0.0184502   |
| d3       |   0.0412708   |
| abs_rel  |  11.8307      |
| sq_rel   | 882.011       |
| rmse     |  52.6575      |
| rmse_log |   2.43389     |
| log10    |   0.965018    |
| silog    |   2.34015     |
