| network_model                | DecnetModule                      |
| d3       | 0.97772  |
| abs_rel  | 0.225868 |
| sq_rel   | 0.270557 |
| rmse     | 1.04531  |
| rmse_log | 0.37705  |
| log10    | 0.101524 |
| silog    | 0.372183 |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_47.pth 
| d1       | 0.650309  |
| d2       | 0.907311  |
| d3       | 0.980589  |
| abs_rel  | 0.2135    |
| sq_rel   | 0.242087  |
| rmse     | 0.968814  |
| rmse_log | 0.347457  |
| log10    | 0.0940951 |
| silog    | 0.341641  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_48.pth 
| d1       | 0.670745  |
| d2       | 0.91796   |
| d3       | 0.986227  |
| abs_rel  | 0.203566  |
| sq_rel   | 0.231653  |
| rmse     | 0.950539  |
| rmse_log | 0.311864  |
| log10    | 0.0868729 |
| silog    | 0.306385  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_49.pth 
| d1       | 0.716878  |
| d2       | 0.936718  |
| d3       | 0.988216  |
| abs_rel  | 0.18413   |
| sq_rel   | 0.194944  |
| rmse     | 0.872114  |
| rmse_log | 0.295251  |
| log10    | 0.0786793 |
| silog    | 0.291005  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_56.pth 
| d1       | 0.767148  |
| d2       | 0.938257  |
| d3       | 0.98457   |
| abs_rel  | 0.180383  |
| sq_rel   | 0.193278  |
| rmse     | 0.840748  |
| rmse_log | 0.333475  |
| log10    | 0.0774422 |
| silog    | 0.325155  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_58.pth 
| d1       | 0.801808  |
| d2       | 0.953787  |
| d3       | 0.988837  |
| abs_rel  | 0.159135  |
| sq_rel   | 0.160888  |
| rmse     | 0.769653  |
| rmse_log | 0.331036  |
| log10    | 0.0716981 |
| silog    | 0.321958  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_67.pth 
| d1       | 0.799256  |
| d2       | 0.954213  |
| d3       | 0.989865  |
| abs_rel  | 0.164324  |
| sq_rel   | 0.16432   |
| rmse     | 0.748167  |
| rmse_log | 0.329617  |
| log10    | 0.0728415 |
| silog    | 0.316145  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_69.pth 
| d1       | 0.787793  |
| d2       | 0.958726  |
| d3       | 0.987319  |
| abs_rel  | 0.168799  |
| sq_rel   | 0.161247  |
| rmse     | 0.748124  |
| rmse_log | 0.329169  |
| log10    | 0.0739913 |
| silog    | 0.313843  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_70.pth 
| d1       | 0.793581  |
| d2       | 0.960366  |
| d3       | 0.989683  |
| abs_rel  | 0.162465  |
| sq_rel   | 0.148973  |
| rmse     | 0.712327  |
| rmse_log | 0.316498  |
| log10    | 0.0708819 |
| silog    | 0.303385  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_71.pth 
| d1       | 0.827061  |
| d2       | 0.963203  |
| d3       | 0.990599  |
| abs_rel  | 0.149655  |
| sq_rel   | 0.139003  |
| rmse     | 0.691422  |
| rmse_log | 0.302305  |
| log10    | 0.0658479 |
| silog    | 0.292073  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_72.pth 
| d1       | 0.844336  |
| d2       | 0.975533  |
| d3       | 0.995065  |
| abs_rel  | 0.134914  |
| sq_rel   | 0.111798  |
| rmse     | 0.638948  |
| rmse_log | 0.274567  |
| log10    | 0.0598306 |
| silog    | 0.266875  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_73.pth 
| d1       | 0.826661  |
| d2       | 0.972875  |
| d3       | 0.993792  |
| abs_rel  | 0.144572  |
| sq_rel   | 0.117074  |
| rmse     | 0.631572  |
| rmse_log | 0.272172  |
| log10    | 0.0622362 |
| silog    | 0.263103  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_74.pth 
| d1       | 0.830561  |
| d2       | 0.968249  |
| d3       | 0.991938  |
| abs_rel  | 0.141687  |
| sq_rel   | 0.114333  |
| rmse     | 0.625625  |
| rmse_log | 0.277055  |
| log10    | 0.0608079 |
| silog    | 0.267548  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_75.pth 
| d1       | 0.87735   |
| d2       | 0.985275  |
| d3       | 0.99564   |
| abs_rel  | 0.118953  |
| sq_rel   | 0.0948504 |
| rmse     | 0.594598  |
| rmse_log | 0.255174  |
| log10    | 0.0541381 |
| silog    | 0.249344  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_90.pth 
| d1       | 0.895525  |
| d2       | 0.985449  |
| d3       | 0.994535  |
| abs_rel  | 0.108414  |
| sq_rel   | 0.090608  |
| rmse     | 0.583801  |
| rmse_log | 0.257533  |
| log10    | 0.0507414 |
| silog    | 0.252651  |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_94.pth 
| d1       | 0.917092  |
| d2       | 0.991701  |
| d3       | 0.995857  |
| abs_rel  | 0.0968026 |
| sq_rel   | 0.0770793 |
| rmse     | 0.546507  |
| rmse_log | 0.235785  |
| log10    | 0.046323  |
| silog    | 0.23336   |

New model saved: weights/2022_08_23-06_06_19_PM/DecnetModule_99.pth 
| d1       | 0.94363   |
| d2       | 0.994092  |
| d3       | 0.996454  |
| abs_rel  | 0.0823376 |
| sq_rel   | 0.0615101 |
| rmse     | 0.504628  |
| rmse_log | 0.212496  |
| log10    | 0.0398715 |
| silog    | 0.21108   |
