| network_model                | DecnetModule                      |
New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_15.pth 
| d1       | 0.652073 |
| d2       | 0.820712 |
| d3       | 0.920551 |
| abs_rel  | 0.300415 |
| sq_rel   | 0.352205 |
| rmse     | 1.06204  |
| rmse_log | 0.285967 |
| log10    | 0.101693 |
| silog    | 0.24339  |

New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_20.pth 
| d1       | 0.666813  |
| d2       | 0.834605  |
| d3       | 0.929211  |
| abs_rel  | 0.275714  |
| sq_rel   | 0.327139  |
| rmse     | 1.04272   |
| rmse_log | 0.269921  |
| log10    | 0.0945693 |
| silog    | 0.231067  |

New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_21.pth 
| d1       | 0.66917   |
| d2       | 0.843344  |
| d3       | 0.93445   |
| abs_rel  | 0.267269  |
| sq_rel   | 0.309109  |
| rmse     | 1.0291    |
| rmse_log | 0.265301  |
| log10    | 0.0927406 |
| silog    | 0.228136  |

New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_22.pth 
| d1       | 0.68635   |
| d2       | 0.863907  |
| d3       | 0.944986  |
| abs_rel  | 0.24765   |
| sq_rel   | 0.277363  |
| rmse     | 0.995026  |
| rmse_log | 0.252109  |
| log10    | 0.0872747 |
| silog    | 0.219349  |

New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_23.pth 
| d1       | 0.726221 |
| d2       | 0.881093 |
| d3       | 0.952204 |
| abs_rel  | 0.218806 |
| sq_rel   | 0.233847 |
| rmse     | 0.953616 |
| rmse_log | 0.232211 |
| log10    | 0.078261 |
| silog    | 0.206591 |

New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_50.pth 
| d1       | 0.764418  |
| d2       | 0.897238  |
| d3       | 0.960592  |
| abs_rel  | 0.198697  |
| sq_rel   | 0.216042  |
| rmse     | 0.94578   |
| rmse_log | 0.219367  |
| log10    | 0.0721555 |
| silog    | 0.198277  |

New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_56.pth 
| d1       | 0.778232  |
| d2       | 0.908963  |
| d3       | 0.980481  |
| abs_rel  | 0.183003  |
| sq_rel   | 0.204148  |
| rmse     | 0.932398  |
| rmse_log | 0.208846  |
| log10    | 0.0676174 |
| silog    | 0.190237  |

New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_65.pth 
| d1       | 0.783019  |
| d2       | 0.904575  |
| d3       | 0.960822  |
| abs_rel  | 0.181314  |
| sq_rel   | 0.192488  |
| rmse     | 0.917147  |
| rmse_log | 0.207454  |
| log10    | 0.0664686 |
| silog    | 0.189945  |

New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_66.pth 
| d1       | 0.777338  |
| d2       | 0.904449  |
| d3       | 0.970554  |
| abs_rel  | 0.181542  |
| sq_rel   | 0.191239  |
| rmse     | 0.89679   |
| rmse_log | 0.207948  |
| log10    | 0.0670268 |
| silog    | 0.190786  |

New model saved: weights/2022_08_22-08_09_34_AM/DecnetModule_67.pth 
| d1       | 0.752349  |
| d2       | 0.906327  |
| d3       | 0.977685  |
| abs_rel  | 0.18886   |
| sq_rel   | 0.189184  |
| rmse     | 0.8869    |
| rmse_log | 0.211594  |
| log10    | 0.0702096 |
| silog    | 0.192195  |
